iid,name,county.x,street_str_addr1,street_city,street_state,street_zip,street_zip4,attending_district_institutional_id,district,school,x2017_18_total_enrollment,x2018_19_total_enrollment,x2018_19_american_indian_alaska_native,x2018_19_percent_american_indian_alaska_native,x2018_19_asian,x2018_19_percent_asian,x2018_19_native_hawaiian_pacific_islander,x2018_19_percent_native_hawaiian_pacific_islander,x2018_19_black_african_american,x2018_19_percent_black_african_american,x2018_19_hispanic_latino,x2018_19_percent_hispanic_latino,x2018_19_white,x2018_19_percent_white,x2018_19_multiracial,x2018_19_percent_multiracial,address,lon,lat,county.y,district_id,district_name,institution_name,institution_type,student_group_type,student_group,approaches_to_learning_self_regulation_score,approaches_to_learning_interpersonal_skills_score,approaches_to_learning_total_score_score,approaches_to_learning_n,math_avg_number_correct_score,math_n,literacy_uppercase_letter_names_number_correct_score,literacy_uppercase_letter_names_number_correct_n,literacy_lowercase_letter_names_number_correct_score,literacy_lowercase_letter_names_number_correct_n,literacy_letter_sounds_number_correct_score,literacy_letter_sounds_number_correct_n
1259,Yujin Gakuen Elementary School,Lane,250 Silver Ln,Eugene,OR,97404,2298,2082,Eugene SD 4J,Yujin Gakuen Elementary School,314,319,1,0.00313,19,0.05956,1,0.00313,1,0.00313,36,0.11285,174,0.54545,87,0.27273,250 Silver Ln Eugene OR 97404,-123.1365944,44.0943805,Lane,2082,Eugene SD 4J,Yujin Gakuen Elementary School,School,Total Population,Total Population,3.7,4.1,3.8,53,11.9,53,17.8,53,15.1,53,10.6,53
1260,Polk ADTC,Polk,2200 E Ellendale St,Dallas,OR,97338,9353,2190,Dallas SD 2,Polk ADTC,19,15,,0,,0,,0,,0,2,0.13333,13,0.86667,,0,2200 E Ellendale St Dallas OR 97338,-123.3378048,44.9794452,,,,,,,,,,,,,,,,,,,
1262,Crossroads,Wasco,3601 W 10th St,The Dalles,OR,97058,4396,4131,North Wasco County SD 21,Crossroads,5,3,,0,,0,,0,,0,,0,3,1,,0,3601 W 10th St The Dalles OR 97058,-121.2260187,45.6254404,Wasco,4131,North Wasco County SD 21,Mid-Columbia Alternative School Based Treatment Center (MAST,School,Total Population,Total Population,,,,,,,,,,,,
1264,Mount Scott Elementary School,Clackamas,11201 SE Stevens Rd,Happy Valley,OR,97086,,1924,North Clackamas SD 12,Mount Scott Elementary School,384,376,3,0.00798,64,0.17021,6,0.01596,4,0.01064,54,0.14362,214,0.56915,31,0.08245,11201 SE Stevens Rd Happy Valley OR 97086,-122.5647669,45.4429182,Clackamas,1924,North Clackamas SD 12,Mount Scott Elementary School,School,Total Population,Total Population,3.6,3.7,3.7,59,11.4,59,16.2,59,13.5,59,8,59
1266,Three Rivers Elementary School,Deschutes,56900 Enterprise Dr,Sunriver,OR,97707,2121,1976,Bend-LaPine Administrative SD 1,Three Rivers Elementary School,437,441,6,0.01361,1,0.00227,2,0.00454,3,0.0068,12,0.02721,381,0.86395,36,0.08163,56900 Enterprise Dr Sunriver OR 97707,-121.4337308,43.8677983,Deschutes,1976,Bend-LaPine Administrative SD 1,Three Rivers Elementary School,School,Total Population,Total Population,3.7,3.9,3.8,40,11.6,40,17.7,40,14.9,40,10.1,40
1267,Lincoln Elementary School,Marion,1041 N Boones Ferry Rd,Woodburn,OR,97071,9601,2146,Woodburn SD 103,Lincoln Elementary School,780,702,,0,2,0.00285,1,0.00142,1,0.00142,608,0.8661,83,0.11823,7,0.00997,1041 N Boones Ferry Rd Woodburn OR 97071,-122.8598425,45.1514058,Marion,2146,Woodburn SD 103,Lincoln Elementary School,School,Total Population,Total Population,3.8,4.1,3.9,96,8.8,96,6.1,96,5.1,96,3.4,96
1268,French Prairie Middle School,Marion,1025 N Boones Ferry Rd,Woodburn,OR,97071,9601,2146,Woodburn SD 103,French Prairie Middle School,659,668,1,0.0015,1,0.0015,5,0.00749,3,0.00449,597,0.89371,59,0.08832,2,0.00299,1025 N Boones Ferry Rd Woodburn OR 97071,-122.8600416,45.1507205,,,,,,,,,,,,,,,,,,,
1270,Sexton Mountain Elementary School,Washington,15645 SW Sexton Mtn Dr,Beaverton,OR,97007,6449,2243,Beaverton SD 48J,Sexton Mountain Elementary School,516,550,,0,70,0.12727,3,0.00545,18,0.03273,49,0.08909,356,0.64727,54,0.09818,15645 SW Sexton Mtn Dr Beaverton OR 97007,-122.8377968,45.4588484,Washington,2243,Beaverton SD 48J,Sexton Mountain Elementary School,School,Total Population,Total Population,3.7,3.9,3.8,95,11.8,95,19.2,95,17,95,14,95
1271,Old Mill Center for Children & Families,Benton,1650 SW 45th Place,Corvallis,OR,97333,1768,2098,Linn Benton Lincoln ESD,Old Mill Center for Children & Families,2,4,,0,,0,,0,,0,,0,4,1,,0,1650 SW 45th Place Corvallis OR 97333,-123.3016077,44.5491624,Linn,2098,Linn Benton Lincoln ESD,Old Mill Center for Children & Families,School,Total Population,Total Population,,,,,,,,,,,,
1272,Boeckman Creek Primary School,Clackamas,6700 SW Wilsonville Rd,Wilsonville,OR,97070,,1922,West Linn-Wilsonville SD 3J,Boeckman Creek Primary School,522,550,1,0.00182,21,0.03818,6,0.01091,5,0.00909,88,0.16,395,0.71818,34,0.06182,6700 SW Wilsonville Rd Wilsonville OR 97070,-122.7453046,45.3090469,Clackamas,1922,West Linn-Wilsonville SD 3J,Boeckman Creek Primary School,School,Total Population,Total Population,3.5,3.8,3.6,90,11.5,88,16.7,88,14.4,88,10.3,88
1275,Family Solutions - Grants Pass,Josephine,322 NW 'F' St,Grants Pass,OR,97526,2052,2025,Southern Oregon ESD,Family Solutions - Grants Pass,12,28,1,0.03571,,0,,0,,0,3,0.10714,21,0.75,3,0.10714,322 NW 'F' St Grants Pass OR 97526,-123.3297307,42.4413126,Jackson,2025,Southern Oregon ESD,Family Solutions - Grants Pass,School,Total Population,Total Population,,,,,,,,,,,,
1277,Jackson Middle School,Multnomah,10625 SW 35th,Portland,OR,97219,6960,2180,Portland SD 1J,Jackson Middle School,659,747,5,0.00669,17,0.02276,3,0.00402,45,0.06024,65,0.08701,546,0.73092,66,0.08835,10625 SW 35th Portland OR 97219,-122.7143039,45.4485247,,,,,,,,,,,,,,,,,,,
1278,Markham Elementary School,Multnomah,10531 SW Capitol Hwy,Portland,OR,97219,6812,2180,Portland SD 1J,Markham Elementary School,455,446,1,0.00224,16,0.03587,7,0.0157,78,0.17489,56,0.12556,246,0.55157,42,0.09417,10531 SW Capitol Hwy Portland OR 97219,-122.7254104,45.4492261,Multnomah,2180,Portland SD 1J,Markham Elementary School,School,Total Population,Total Population,3.6,3.8,3.7,57,11.5,70,18,70,15.5,70,10.1,70
1281,Nickerson Center ADTP,Multnomah,Nickerson Ctr,Portland,OR,97203,3203,2180,Portland SD 1J,Nickerson Center ADTP,8,7,,0,,0,,0,1,0.14286,3,0.42857,2,0.28571,1,0.14286,Nickerson Ctr Portland OR 97203,-122.6106968,45.5172397,,,,,,,,,,,,,,,,,,,
1284,Lifeworks Northwest,Washington,8770 SW Scoffins,Tigard,OR,97223,6226,2230,Northwest Regional ESD,Lifeworks Northwest,4,6,,0,,0,,0,,0,,0,5,0.83333,1,0.16667,8770 SW Scoffins Tigard OR 97223,-122.7671778,45.4308301,,,,,,,,,,,,,,,,,,,
1285,Jackson Elementary School,Washington,675 NE Estate Dr,Hillsboro,OR,97124,2197,2239,Hillsboro SD 1J,Jackson Elementary School,567,560,4,0.00714,39,0.06964,4,0.00714,14,0.025,99,0.17679,358,0.63929,42,0.075,675 NE Estate Dr Hillsboro OR 97124,-122.9812377,45.5440686,Washington,2239,Hillsboro SD 1J,Jackson Elementary School,School,Total Population,Total Population,3.7,4,3.8,64,12.4,63,18.6,63,16,63,11.6,63
1286,Willamette Primary School,Clackamas,1403 SE 12th St,West Linn,OR,97068,4648,1922,West Linn-Wilsonville SD 3J,Willamette Primary School,543,518,1,0.00193,11,0.02124,2,0.00386,6,0.01158,41,0.07915,420,0.81081,37,0.07143,1403 SE 12th St West Linn OR 97068,-122.6528905,45.3431287,Clackamas,1922,West Linn-Wilsonville SD 3J,Willamette Primary School,School,Total Population,Total Population,3.8,4,3.9,63,11.9,63,16.9,63,14.1,63,9.7,63
1287,Athey Creek Middle School,Clackamas,2900 SW Borland Rd,Tualatin,OR,97062,7803,1922,West Linn-Wilsonville SD 3J,Athey Creek Middle School,620,702,,0,26,0.03704,1,0.00142,10,0.01425,48,0.06838,564,0.80342,53,0.0755,2900 SW Borland Rd Tualatin OR 97062,-122.706486,45.3776918,,,,,,,,,,,,,,,,,,,
1288,Oak Creek Elementary School,Clackamas,55 Kingsgate,Lake Oswego,OR,97035,1345,1923,Lake Oswego SD 7J,Oak Creek Elementary School,565,572,2,0.0035,146,0.25524,6,0.01049,8,0.01399,31,0.0542,309,0.54021,70,0.12238,55 Kingsgate Lake Oswego OR 97035,-122.7287107,45.4273179,Clackamas,1923,Lake Oswego SD 7J,Oak Creek Elementary School,School,Total Population,Total Population,3.7,3.9,3.7,69,12.6,69,22.7,69,19.9,69,12.8,69
1289,North Lake School,Lake,57566 Fort Rock Rd,Silver Lake,OR,97638,9629,2061,North Lake SD 14,North Lake School,212,224,2,0.00893,1,0.00446,,0,2,0.00893,20,0.08929,183,0.81696,16,0.07143,57566 Fort Rock Rd Silver Lake OR 97638,-120.9038818,43.2444884,Lake,2061,North Lake SD 14,North Lake School,School,Total Population,Total Population,3.5,3.7,3.5,18,12.3,18,8.4,18,6.1,18,4.1,18
1291,Dayton Jr High School,Yamhill,801 Ferry St,Dayton,OR,97114,9709,2253,Dayton SD 8,Dayton Jr High School,234,246,2,0.00813,1,0.00407,,0,,0,94,0.38211,140,0.56911,9,0.03659,801 Ferry St Dayton OR 97114,-123.084516,45.2162894,,,,,,,,,,,,,,,,,,,
1293,Sisters Middle School,Deschutes,15200 McKenzie Hwy,Sisters,OR,97759,0,1978,Sisters SD 6,Sisters Middle School,319,325,2,0.00615,4,0.01231,3,0.00923,2,0.00615,34,0.10462,277,0.85231,3,0.00923,15200 McKenzie Hwy Sisters OR 97759,-121.5713926,44.2930138,,,,,,,,,,,,,,,,,,,
1294,Sisters High School,Deschutes,1700 W McKinney Butte Rd,Sisters,OR,97759,,1978,Sisters SD 6,Sisters High School,433,464,14,0.03017,7,0.01509,5,0.01078,1,0.00216,20,0.0431,402,0.86638,15,0.03233,1700 W McKinney Butte Rd Sisters OR 97759,-121.5787503,44.2998381,,,,,,,,,,,,,,,,,,,
1295,Culver Middle School,Jefferson,218 West F St,Culver,OR,97734,,2050,Culver SD 4,Culver Middle School,177,170,,0,,0,,0,3,0.01765,53,0.31176,109,0.64118,5,0.02941,218 West F St Culver OR 97734,-121.211628,44.5221267,,,,,,,,,,,,,,,,,,,
1297,Territorial Elementary School,Lane,92609 Territorial Rd,Junction City,OR,97448,9596,2091,Junction City SD 69,Territorial Elementary School,146,145,1,0.0069,,0,,0,1,0.0069,12,0.08276,125,0.86207,6,0.04138,92609 Territorial Rd Junction City OR 97448,-123.312339,44.173447,Lane,2091,Junction City SD 69,Territorial Elementary School,School,Total Population,Total Population,4.4,4.3,4.4,26,12.4,26,15.1,26,11.5,26,10,26
1298,Helensview High School,Multnomah,8678 NE Sumner St,Portland,OR,97220,4613,2148,Multnomah ESD,Helensview High School,81,108,2,0.01852,1,0.00926,,0,38,0.35185,37,0.34259,20,0.18519,10,0.09259,8678 NE Sumner St Portland OR 97220,-122.574636,45.561682,,,,,,,,,,,,,,,,,,,
1299,Rieke Elementary School,Multnomah,1405 SW Vermont,Portland,OR,97219,2069,2180,Portland SD 1J,Rieke Elementary School,386,379,1,0.00264,6,0.01583,,0,11,0.02902,23,0.06069,300,0.79156,38,0.10026,1405 SW Vermont Portland OR 97219,-122.6950256,45.4769503,Multnomah,2180,Portland SD 1J,Rieke Elementary School,School,Total Population,Total Population,3.9,4.1,4,53,13.3,53,21.8,53,19,53,12.7,49
1300,Hazelbrook Middle School,Washington,11300 SW Hazelbrook Rd,Tualatin,OR,97062,6980,2242,Tigard-Tualatin SD 23J,Hazelbrook Middle School,970,995,5,0.00503,26,0.02613,29,0.02915,14,0.01407,317,0.31859,531,0.53367,73,0.07337,11300 SW Hazelbrook Rd Tualatin OR 97062,-122.7919484,45.3929507,,,,,,,,,,,,,,,,,,,
1301,Tualatin High School,Washington,22300 SW Boones Ferry Rd,Tualatin,OR,97062,7373,2242,Tigard-Tualatin SD 23J,Tualatin High School,2006,1974,6,0.00304,118,0.05978,44,0.02229,35,0.01773,495,0.25076,1151,0.58308,125,0.06332,22300 SW Boones Ferry Rd Tualatin OR 97062,-122.7706128,45.3583591,,,,,,,,,,,,,,,,,,,
1302,Tobias Elementary School,Washington,1065 SW 206th Ave,Aloha,OR,97006,1571,2239,Hillsboro SD 1J,Tobias Elementary School,442,454,2,0.00441,60,0.13216,2,0.00441,20,0.04405,115,0.2533,217,0.47797,38,0.0837,1065 SW 206th Ave Aloha OR 97006,-122.8913363,45.512012,Washington,2239,Hillsboro SD 1J,Tobias Elementary School,School,Total Population,Total Population,3.7,3.9,3.7,66,10.5,66,13.8,66,11.6,66,6.8,66
1303,Nancy Ryles Elementary School,Washington,10250 SW Cormorant Dr,Beaverton,OR,97007,8452,2243,Beaverton SD 48J,Nancy Ryles Elementary School,574,645,5,0.00775,88,0.13643,4,0.0062,10,0.0155,92,0.14264,359,0.55659,87,0.13488,10250 SW Cormorant Dr Beaverton OR 97007,-122.8434341,45.4452239,Washington,2243,Beaverton SD 48J,Nancy Ryles Elementary School,School,Total Population,Total Population,3.5,3.8,3.6,103,12.2,105,19.5,105,16.1,105,13.6,105
1304,Arts and Communication Magnet Academy,Washington,11375 SW Center St,Beaverton,OR,97005,2206,2243,Beaverton SD 48J,Arts and Communication Magnet Academy,684,699,3,0.00429,35,0.05007,4,0.00572,14,0.02003,106,0.15165,457,0.65379,80,0.11445,11375 SW Center St Beaverton OR 97005,-122.7943591,45.4949521,,,,,,,,,,,,,,,,,,,
1305,Community School,Washington,1841 SW Merlo Dr,Beaverton,OR,97003,,2243,Beaverton SD 48J,Community School,162,149,,0,4,0.02685,1,0.00671,2,0.01342,62,0.41611,68,0.45638,12,0.08054,1841 SW Merlo Dr Beaverton OR 97003,-122.8482021,45.5061691,,,,,,,,,,,,,,,,,,,
1307,Cecile Trost Elementary School,Clackamas,800 S Redwood,Canby,OR,97013,9780,1929,Canby SD 86,Cecile Trost Elementary School,427,426,,0,3,0.00704,,0,1,0.00235,296,0.69484,119,0.27934,7,0.01643,800 S Redwood Canby OR 97013,-122.674677,45.2564811,Clackamas,1929,Canby SD 86,Cecile Trost Elementary School,School,Total Population,Total Population,3.6,3.7,3.7,63,10.1,63,11.6,63,9.2,63,5.7,62
1308,Elk Meadow Elementary School,Deschutes,60880 Brookswood Blvd,Bend,OR,97702,2516,1976,Bend-LaPine Administrative SD 1,Elk Meadow Elementary School,585,565,1,0.00177,3,0.00531,2,0.00354,4,0.00708,75,0.13274,459,0.81239,21,0.03717,60880 Brookswood Blvd Bend OR 97702,-121.345295,44.014288,Deschutes,1976,Bend-LaPine Administrative SD 1,Elk Meadow Elementary School,School,Total Population,Total Population,3.8,4,3.8,82,12.3,80,16.7,81,13.3,81,9.6,81
1309,High Desert Middle School,Deschutes,61000 Diamondback Ln,Bend,OR,97702,,1976,Bend-LaPine Administrative SD 1,High Desert Middle School,793,838,5,0.00597,12,0.01432,4,0.00477,2,0.00239,218,0.26014,581,0.69332,16,0.01909,61000 Diamondback Ln Bend OR 97702,-121.2596714,44.0187436,,,,,,,,,,,,,,,,,,,
1310,LaPine Middle School,Deschutes,16360 First St,LaPine,OR,97739,0,1976,Bend-LaPine Administrative SD 1,LaPine Middle School,313,326,6,0.0184,5,0.01534,1,0.00307,3,0.0092,21,0.06442,284,0.87117,6,0.0184,16360 First St LaPine OR 97739,-121.5080415,43.6777638,,,,,,,,,,,,,,,,,,,
1311,Central Linn Elementary School,Linn,239 W 2nd St,Halsey,OR,97348,9615,2105,Central Linn SD 552,Central Linn Elementary School,332,327,1,0.00306,,0,1,0.00306,1,0.00306,51,0.15596,260,0.79511,13,0.03976,239 W 2nd St Halsey OR 97348,-123.1113335,44.3872748,Linn,2105,Central Linn SD 552,Central Linn Elementary School,School,Total Population,Total Population,3.4,3.7,3.5,40,9.8,40,10,40,6.4,40,5,40
1312,Clear Creek Middle School,Multnomah,219 NE 219th,Gresham,OR,97030,8495,2183,Gresham-Barlow SD 10J,Clear Creek Middle School,620,655,6,0.00916,19,0.02901,14,0.02137,37,0.05649,260,0.39695,268,0.40916,51,0.07786,219 NE 219th Gresham OR 97030,-122.43695460000001,45.5258278,,,,,,,,,,,,,,,,,,,
1313,Kelly Creek Elementary School,Multnomah,2400 SE Baker Way,Gresham,OR,97080,9003,2183,Gresham-Barlow SD 10J,Kelly Creek Elementary School,552,517,4,0.00774,14,0.02708,7,0.01354,19,0.03675,127,0.24565,316,0.61122,30,0.05803,2400 SE Baker Way Gresham OR 97080,-122.3844216,45.4801867,Multnomah,2183,Gresham-Barlow SD 10J,Kelly Creek Elementary School,School,Total Population,Total Population,3,3,3,72,9.3,71,9.9,71,7.4,71,3.8,71
1314,School of Science & Technology,Washington,18640 NW Walker Rd,Beaverton,OR,97006,,2243,Beaverton SD 48J,School of Science & Technology,173,162,,0,33,0.2037,1,0.00617,5,0.03086,22,0.1358,92,0.5679,9,0.05556,18640 NW Walker Rd Beaverton OR 97006,-122.8698849,45.5270641,,,,,,,,,,,,,,,,,,,
1315,Duniway Middle School,Yamhill,575 NW Michelbook Ln,McMinnville,OR,97128,5351,2256,McMinnville SD 40,Duniway Middle School,733,762,12,0.01575,7,0.00919,6,0.00787,19,0.02493,275,0.36089,442,0.58005,1,0.00131,575 NW Michelbook Ln McMinnville OR 97128,-123.2094463,45.2119328,,,,,,,,,,,,,,,,,,,
1317,Lava Ridge Elementary School,Deschutes,20805 Cooley Rd,Bend,OR,97701,8076,1976,Bend-LaPine Administrative SD 1,Lava Ridge Elementary School,599,578,1,0.00173,7,0.01211,,0,,0,59,0.10208,488,0.84429,23,0.03979,20805 Cooley Rd Bend OR 97701,-121.2822047,44.1065793,Deschutes,1976,Bend-LaPine Administrative SD 1,Lava Ridge Elementary School,School,Total Population,Total Population,3,3.3,3.1,84,12.5,86,17.4,86,14.4,86,9.4,86
1319,Conestoga Middle School,Washington,12250 SW Conestoga Dr,Beaverton,OR,97008,8326,2243,Beaverton SD 48J,Conestoga Middle School,974,984,2,0.00203,103,0.10467,8,0.00813,31,0.0315,195,0.19817,554,0.56301,91,0.09248,12250 SW Conestoga Dr Beaverton OR 97008,-122.8026698,45.4467453,,,,,,,,,,,,,,,,,,,
1320,Westview High School,Washington,4200 NW 185th Ave,Portland,OR,97229,3050,2243,Beaverton SD 48J,Westview High School,2587,2466,6,0.00243,651,0.26399,21,0.00852,87,0.03528,491,0.19911,1042,0.42255,168,0.06813,4200 NW 185th Ave Portland OR 97229,-122.864845,45.549953,,,,,,,,,,,,,,,,,,,
1321,Monroe Grade School,Benton,600 Dragon Dr,Monroe,OR,97456,9604,1898,Monroe SD 1J,Monroe Grade School,294,259,1,0.00386,2,0.00772,,0,,0,64,0.2471,182,0.7027,10,0.03861,600 Dragon Dr Monroe OR 97456,-123.2994071,44.3123168,Benton,1898,Monroe SD 1J,Monroe Grade School,School,Total Population,Total Population,3.4,3.5,3.4,19,11.6,19,12.1,19,10.2,19,8.3,19
1322,Franklin School,Benton,750 NW 18th St,Corvallis,OR,97330,5735,1901,Corvallis SD 509J,Franklin School,336,331,,0,40,0.12085,3,0.00906,6,0.01813,35,0.10574,221,0.66767,26,0.07855,750 NW 18th St Corvallis OR 97330,-123.273386,44.5743051,Benton,1901,Corvallis SD 509J,Franklin School,School,Total Population,Total Population,3.3,3.5,3.4,24,14,24,20.9,24,19,24,15.8,24
1323,Wilsonville High School,Clackamas,6800 Wilsonville Rd,Wilsonville,OR,97070,7787,1922,West Linn-Wilsonville SD 3J,Wilsonville High School,1196,1220,5,0.0041,44,0.03607,9,0.00738,7,0.00574,237,0.19426,826,0.67705,92,0.07541,6800 Wilsonville Rd Wilsonville OR 97070,-122.7475376,45.3069373,,,,,,,,,,,,,,,,,,,
1324,Amity Creek Elementary School,Deschutes,437 NW Wall St,Bend,OR,97701,2605,1976,Bend-LaPine Administrative SD 1,Amity Creek Elementary School,165,167,,0,2,0.01198,,0,1,0.00599,11,0.06587,148,0.88623,5,0.02994,437 NW Wall St Bend OR 97701,-121.3179129,44.0551848,Deschutes,1976,Bend-LaPine Administrative SD 1,Amity Creek Elementary School,School,Total Population,Total Population,2.8,3.1,2.9,26,13,26,18.7,26,15.8,26,11.7,26
1325,Vern Patrick Elementary School,Deschutes,3001 SW Obsidian,Redmond,OR,97756,7884,1977,Redmond SD 2J,Vern Patrick Elementary School,380,344,1,0.00291,1,0.00291,1,0.00291,4,0.01163,91,0.26453,236,0.68605,10,0.02907,3001 SW Obsidian Redmond OR 97756,-121.202964,44.263059,,,,,,,,,,,,,,,,,,,
1326,Elton Gregory Middle School,Deschutes,1220 NW Upas Ave,Redmond,OR,97756,,1977,Redmond SD 2J,Elton Gregory Middle School,645,683,9,0.01318,4,0.00586,1,0.00146,2,0.00293,125,0.18302,505,0.73939,37,0.05417,1220 NW Upas Ave Redmond OR 97756,-121.1816001,44.3046029,,,,,,,,,,,,,,,,,,,
1329,Crossler Middle School,Marion,1155 Davis Rd S,Salem,OR,97306,9204,2142,Salem-Keizer SD 24J,Crossler Middle School,843,862,11,0.01276,19,0.02204,6,0.00696,8,0.00928,137,0.15893,622,0.72158,59,0.06845,1155 Davis Rd S Salem OR 97306,-123.063606,44.8745867,,,,,,,,,,,,,,,,,,,
1330,Houck Middle School,Marion,1155 Connecticut,Salem,OR,97301,5538,2142,Salem-Keizer SD 24J,Houck Middle School,1061,1050,3,0.00286,12,0.01143,53,0.05048,12,0.01143,670,0.6381,267,0.25429,33,0.03143,1155 Connecticut Salem OR 97301,-122.9716912,44.9149784,,,,,,,,,,,,,,,,,,,
1331,Stephens Middle School,Marion,4962 Haysville Dr NE,Salem,OR,97305,3327,2142,Salem-Keizer SD 24J,Stephens Middle School,1105,1127,3,0.00266,29,0.02573,42,0.03727,15,0.01331,766,0.67968,233,0.20674,39,0.03461,4962 Haysville Dr NE Salem OR 97305,-122.9601922,44.9900577,,,,,,,,,,,,,,,,,,,
1333,Sandstone Middle School,Umatilla,400 NE 10th St,Hermiston,OR,97838,2077,2206,Hermiston SD 8,Sandstone Middle School,544,571,1,0.00175,9,0.01576,2,0.0035,4,0.00701,307,0.53765,240,0.42032,8,0.01401,400 NE 10th St Hermiston OR 97838,-119.2693424,45.8450916,,,,,,,,,,,,,,,,,,,
1334,Archer Glen Elementary School,Washington,16155 SW Sunset Blvd,Sherwood,OR,97140,8202,2244,Sherwood SD 88J,Archer Glen Elementary School,551,583,2,0.00343,13,0.0223,2,0.00343,4,0.00686,38,0.06518,492,0.84391,32,0.05489,16155 SW Sunset Blvd Sherwood OR 97140,-122.8432558,45.3505678,Washington,2244,Sherwood SD 88J,Archer Glen Elementary School,School,Total Population,Total Population,3.4,3.6,3.5,101,12.3,101,19.4,101,16.7,101,12.5,101
1335,Antonia Crater Elementary School,Yamhill,203 W Foothills Dr,Newberg,OR,97132,9034,2254,Newberg SD 29J,Antonia Crater Elementary School,457,458,2,0.00437,6,0.0131,3,0.00655,6,0.0131,38,0.08297,372,0.81223,31,0.06769,203 W Foothills Dr Newberg OR 97132,-122.979616,45.3254694,Yamhill,2254,Newberg SD 29J,Antonia Crater Elementary School,School,Total Population,Total Population,3.4,3.5,3.4,74,12,74,20,74,17.2,74,12.6,74
1336,Chehalem Valley Middle School,Yamhill,403 W Foothills Dr,Newberg,OR,97132,9036,2254,Newberg SD 29J,Chehalem Valley Middle School,611,619,2,0.00323,6,0.00969,2,0.00323,2,0.00323,102,0.16478,480,0.77544,25,0.04039,403 W Foothills Dr Newberg OR 97132,-122.982764,45.3252683,,,,,,,,,,,,,,,,,,,
1338,Marshall High School,Deschutes,1291 NE 5th,Bend,OR,97701,4499,1976,Bend-LaPine Administrative SD 1,Marshall High School,160,141,4,0.02837,1,0.00709,,0,1,0.00709,30,0.21277,104,0.73759,1,0.00709,1291 NE 5th Bend OR 97701,-121.2992921,44.0624056,,,,,,,,,,,,,,,,,,,
1339,Family School,Lane,1155 Crest Dr,Eugene,OR,97405,1999,2082,Eugene SD 4J,Family School,137,166,3,0.01807,,0,,0,,0,20,0.12048,126,0.75904,17,0.10241,1155 Crest Dr Eugene OR 97405,-123.110275,44.016021,Lane,2082,Eugene SD 4J,Family School,School,Total Population,Total Population,3.1,3.3,3.2,34,11.8,35,15.7,35,13.2,35,9.9,35
1343,Reynolds Learning Academy,Multnomah,20234 NE Halsey Street,Fairview,OR,97024,,2182,Reynolds SD 7,Reynolds Learning Academy,199,194,3,0.01546,1,0.00515,3,0.01546,22,0.1134,96,0.49485,61,0.31443,8,0.04124,20234 NE Halsey Street Fairview OR 97024,-122.4508826,45.5334314,,,,,,,,,,,,,,,,,,,
1345,Riverdale High School,Multnomah,9727 SW Terwilliger Blvd,Portland,OR,97219,,2188,Riverdale SD 51J,Riverdale High School,239,236,2,0.00847,5,0.02119,,0,1,0.00424,11,0.04661,205,0.86864,12,0.05085,9727 SW Terwilliger Blvd Portland OR 97219,-122.6846331,45.4541073,,,,,,,,,,,,,,,,,,,
1350,Abraham Lincoln Elementary,Jackson,3101 McLoughlin Dr,Medford,OR,97504,9237,2048,Medford SD 549C,Abraham Lincoln Elementary,519,549,3,0.00546,6,0.01093,1,0.00182,2,0.00364,75,0.13661,429,0.78142,33,0.06011,3101 McLoughlin Dr Medford OR 97504,-122.8371587,42.3629511,Jackson,2048,Medford SD 549C,Abraham Lincoln Elementary School,School,Total Population,Total Population,3.6,4.1,3.7,78,11.5,77,18.3,77,15.4,78,9.5,77
1351,Parkside Elementary,Josephine,735 SW Wagner Meadows Dr,Grants Pass,OR,97526,5408,2054,Grants Pass SD 7,Parkside Elementary,438,448,2,0.00446,,0,,0,,0,62,0.13839,346,0.77232,38,0.08482,735 SW Wagner Meadows Dr Grants Pass OR 97526,-123.348489,42.432483,Josephine,2054,Grants Pass SD 7,Parkside Elementary School,School,Total Population,Total Population,3.6,3.9,3.7,84,10.6,85,12.9,85,10.6,84,6,84
