tract_id,county,Diversity Index,Median Household Income,Population Under 18
41067031508,Washington,41.9,146411,29.4
41067030502,Washington,36.5,86685,19.8
41067032902,Washington,79.5,46466,31.3
41067030803,Washington,33.1,80556,15.8
41067031506,Washington,45,92552,25.5
41023960200,Grant,16.1,48553,18.9
41023960100,Grant,17.1,33182,18.3
41005022605,Clackamas,29.9,51026,23.5
41005022603,Clackamas,42.4,58438,30.8
41005022707,Clackamas,38.4,56563,25.6
41005022710,Clackamas,51.2,63611,25
41005024400,Clackamas,45.7,78049,25.9
41005022906,Clackamas,42.6,61181,21.2
41067030700,Washington,63.7,31140,18.6
41067030801,Washington,55.2,73125,22.6
41067033000,Washington,33.5,79286,21.1
41067033400,Washington,18.5,75000,24.2
41067033500,Washington,22.3,82292,29
41067033600,Washington,21.4,65515,21.1
41067031911,Washington,44.7,68750,21.5
41067031910,Washington,46.4,103500,27.7
41067030805,Washington,30.8,98164,17.8
41067031907,Washington,37.5,57367,15.6
41067031908,Washington,46.2,113807,27.9
41067031813,Washington,45.5,121696,25.9
41047010801,Marion,38.9,58640,27.9
41047010802,Marion,42.3,50287,25.6
41047010702,Marion,22.7,48194,23.1
41047001501,Marion,39.5,55064,23.7
41047010501,Marion,20.6,81938,23
41047001200,Marion,39.4,40526,19.6
41047001300,Marion,34.1,59625,20.2
41047010400,Marion,63.6,53173,26.9
41047000900,Marion,62.5,39467,20.4
41047001601,Marion,73.3,34000,26.5
41047001702,Marion,78.1,53297,30.5
41047002800,Marion,31.1,73594,21.9
41047001703,Marion,61.6,53000,26.2
41047001603,Marion,73.9,47695,30.4
41047002301,Marion,33.5,65729,25.8
41047010303,Marion,79,45938,32.3
41047001000,Marion,68.1,24894,27.6
41047001801,Marion,76.8,21109,27.7
41047010304,Marion,83.7,37642,37.1
41047010502,Marion,38.6,51447,29.2
41047010100,Marion,55.3,69821,27.8
41047001503,Marion,73.8,36625,30.9
41047001701,Marion,79.3,33378,30
41047000200,Marion,40.4,64063,8.3
41047000600,Marion,52,41686,21.6
41047001100,Marion,41.4,47765,21.8
41047000300,Marion,69.2,32621,26.9
41047002700,Marion,25.4,64583,19.7
41047001802,Marion,76.5,44410,32.7
41047010503,Marion,38.9,52218,25.8
41047002000,Marion,37.5,64864,25.3
41047001803,Marion,61,36343,12
41047010701,Marion,42.8,52534,27.1
41047002400,Marion,25,161303,21.1
41047001502,Marion,65.1,48117,31.1
41047000400,Marion,75.6,27760,30.6
41047001602,Marion,82.3,33550,31.6
41047001604,Marion,80,33040,28.7
41047010600,Marion,25.1,55521,20
41047002600,Marion,27.8,42273,26.3
41047010305,Marion,81.3,39295,32.4
41047000502,Marion,83.1,19744,33.1
41047001401,Marion,45.8,41839,23.2
41047002502,Marion,63.8,62955,23.9
41047000501,Marion,80,44449,33.3
41047002102,Marion,37.8,59931,23.3
41047002303,Marion,36.8,73443,25.5
41047002202,Marion,30.5,78125,24.6
41047002101,Marion,37.1,36250,18.7
41047002501,Marion,38.2,64250,26.8
41047002304,Marion,34.9,93854,21.6
41047010202,Marion,65.4,53516,28.2
41047010307,Marion,63.3,72875,18.2
41047010201,Marion,42.2,83750,22.4
41047002201,Marion,30.3,73684,22.6
41069960100,Wheeler,21.7,41250,17.5
41047010306,Marion,82.9,45547,32.3
41047001402,Marion,46.3,55057,24.5
41047000701,Marion,72.6,30250,19.4
41035970200,NA,43.8,NA,NA
41035970100,Klamath,17.9,66490,13.4
41035970300,NA,23.7,NA,NA
41035970800,NA,30.7,NA,NA
41035970900,NA,28.9,NA,NA
41035971000,NA,18.5,NA,NA
41035971100,NA,38.1,NA,NA
41035971200,NA,47.3,NA,NA
41035971400,NA,39.9,NA,NA
41035971500,NA,51.4,NA,NA
41035971600,NA,70.7,NA,NA
41035971700,NA,58.5,NA,NA
41035971800,NA,41.1,NA,NA
41035972000,NA,28.7,NA,NA
41035971300,NA,31.7,NA,NA
41035971900,NA,41.3,NA,NA
41035970500,NA,36.8,NA,NA
41035970600,NA,69.6,NA,NA
41035970700,NA,60.1,NA,NA
41035970400,NA,43.9,NA,NA
41017001200,Deschutes,20.1,80268,22.3
41017001300,Deschutes,18.7,88382,23
41017001400,Deschutes,15.4,103472,21.4
41017001500,Deschutes,45.6,29851,19.7
41017001700,Deschutes,29.5,45719,24.7
41017002000,Deschutes,33.6,50590,23.4
41017002100,Deschutes,33.6,70077,26.3
41017001600,Deschutes,46.3,51875,19.4
41017001100,Deschutes,19.6,61066,24.1
41017000700,Deschutes,30.6,61850,24.5
41017000800,Deschutes,32.3,54301,26.4
41017000900,Deschutes,47,24473,25.7
41017001800,Deschutes,40.4,29554,20.1
41017000100,Deschutes,13.4,72125,17.3
41017000200,Deschutes,19.2,24167,16.7
41017000300,Deschutes,17.9,60750,19
41017000500,Deschutes,19,68580,21.1
41017000600,Deschutes,14.5,91250,15.5
41017000402,Deschutes,11.6,73400,13.4
41017001902,Deschutes,31.8,70424,24.5
41017001901,Deschutes,15.4,73964,18.9
41017001002,Deschutes,18.3,60769,19.7
41017001001,Deschutes,36.1,51083,26.5
41017000401,Deschutes,24.1,43098,22.6
41001950200,Baker,18.7,50197,21.8
41001950300,Baker,16.5,32188,22.2
41001950400,Baker,16.2,27270,20.4
41001950500,Baker,17.5,38750,20.1
41001950600,Baker,11.5,43929,14.7
41001950100,Baker,15.3,90274,18
41033361400,NA,21.9,NA,NA
41033360400,NA,19.4,NA,NA
41033361600,NA,25.9,NA,NA
41033360100,NA,21,NA,NA
41033361500,NA,21.1,NA,NA
41033360900,NA,20.2,NA,NA
41033361200,NA,28,NA,NA
41033361300,NA,21,NA,NA
41033360702,NA,29.8,NA,NA
41033360300,NA,21.2,NA,NA
41033360701,NA,34.2,NA,NA
41033361100,NA,29.2,NA,NA
41033361000,NA,19.8,NA,NA
41033360800,NA,22,NA,NA
41033360600,NA,28.5,NA,NA
41033360500,NA,32.9,NA,NA
