OBJECTID,GEOID10,County,TOTPOP_CY,POP18UNDER_CY,POP18UNDER_PCT,x,y
809,41017001901,Deschutes,1691,319,18.9,,
810,41017001002,Deschutes,2362,466,19.7,,
811,41017001001,Deschutes,13142,3482,26.5,,
812,41017000401,Deschutes,4860,1097,22.6,,
813,41001950200,Baker,3060,666,21.8,,
814,41001950300,Baker,2737,608,22.2,,
815,41001950400,Baker,3046,620,20.4,,
816,41001950500,Baker,2652,533,20.1,,
817,41001950600,Baker,1943,285,14.7,,
818,41001950100,Baker,2783,501,18,,
